Route,Cost,MainfreightCost
"['Warehouse', 'Four Square Lancaster', ""Pak 'n Save Wairau Road"", 'Warehouse']",209.66541666666652,3000
"['Warehouse', 'Four Square Lancaster', ""Pak 'n Save Wairau Road"", 'New World Milford', 'Warehouse']",237.9324999999999,3000
"['Warehouse', 'Four Square Lancaster', ""Pak 'n Save Wairau Road"", 'New World Metro Shore City', 'New World Milford', 'Warehouse']",268.42416666666657,3000
"['Warehouse', ""Pak 'n Save Wairau Road"", 'Warehouse']",162.37666666666675,3000
"['Warehouse', ""Pak 'n Save Wairau Road"", 'New World Milford', 'Warehouse']",190.64375000000015,3000
"['Warehouse', ""Pak 'n Save Wairau Road"", 'New World Milford', 'New World Metro Shore City', 'Warehouse']",207.42958333333334,3000
"['Warehouse', ""Pak 'n Save Wairau Road"", 'New World Milford', 'New World Metro Shore City', 'New World Victoria Park', 'Warehouse']",228.4800000000001,3000
"['Warehouse', ""Pak 'n Save Wairau Road"", 'New World Milford', 'New World Metro Shore City', 'New World Victoria Park', 'Four Square Alberton', 'Warehouse']",256.86708333333337,3000
"['Warehouse', ""Pak 'n Save Wairau Road"", 'Four Square Lancaster', 'New World Milford', 'New World Metro Shore City', 'New World Victoria Park', 'Four Square Alberton', 'Warehouse']",322.48708333333343,3000
"['Warehouse', 'Four Square Torbay', ""Pak 'n Save Wairau Road"", 'Four Square Lancaster', 'New World Milford', 'New World Metro Shore City', 'New World Victoria Park', 'Four Square Alberton', 'Warehouse']",423.3537499999999,3000
"['Warehouse', 'New World Milford', 'Warehouse']",164.16291666666672,3000
"['Warehouse', 'New World Albany', 'Warehouse']",190.5816666666665,3000
"['Warehouse', 'New World Albany', ""Pak 'n Save Albany"", 'Warehouse']",203.53666666666646,3000
"['Warehouse', 'New World Albany', ""Pak 'n Save Albany"", ""Pak 'n Save Wairau Road"", 'Warehouse']",234.36500000000004,3000
"['Warehouse', 'New World Albany', ""Pak 'n Save Albany"", ""Pak 'n Save Wairau Road"", 'New World Metro Shore City', 'Warehouse']",260.6391666666666,3000
"['Warehouse', 'New World Albany', ""Pak 'n Save Albany"", ""Pak 'n Save Wairau Road"", 'New World Metro Shore City', 'Four Square Alberton', 'Warehouse']",289.02624999999983,3000
"['Warehouse', 'Four Square Torbay', 'New World Albany', ""Pak 'n Save Albany"", ""Pak 'n Save Wairau Road"", 'New World Metro Shore City', 'Four Square Alberton', 'Warehouse']",354.5787499999998,3000
"['Warehouse', ""Pak 'n Save Albany"", 'Warehouse']",186.6375,3000
"['Warehouse', ""Pak 'n Save Albany"", 'New World Albany', 'New World Metro Shore City', 'Warehouse']",239.49333333333325,3000
"['Warehouse', 'New World Browns Bay', 'Warehouse']",218.66083333333324,3000
"['Warehouse', 'New World Browns Bay', 'Four Square Torbay', 'Warehouse']",253.71749999999992,3000
"['Warehouse', 'New World Browns Bay', 'Four Square Torbay', 'New World Albany', 'Warehouse']",277.43666666666644,3000
"['Warehouse', 'Four Square Torbay', 'Warehouse']",232.415,3000
"['Warehouse', 'Four Square Torbay', 'New World Albany', 'Warehouse']",256.1341666666665,3000
"['Warehouse', 'Four Square Torbay', 'New World Long Bay', 'New World Albany', 'Warehouse']",271.39583333333326,3000
"['Warehouse', 'Four Square Torbay', 'New World Long Bay', 'New World Albany', ""Pak 'n Save Albany"", 'Warehouse']",284.35083333333324,3000
"['Warehouse', 'Four Square Torbay', 'New World Browns Bay', 'New World Long Bay', 'New World Albany', ""Pak 'n Save Albany"", 'New World Metro Shore City', 'Warehouse']",362.2458333333333,3000
"['Warehouse', 'Four Square Torbay', 'New World Browns Bay', 'New World Long Bay', 'New World Albany', ""Pak 'n Save Albany"", 'New World Metro Shore City', 'New World Metro Queen St', 'Warehouse']",389.2120833333333,3000
"['Warehouse', 'New World Long Bay', 'Warehouse']",224.95125000000002,3000
"['Warehouse', 'New World Long Bay', 'New World Victoria Park', 'Warehouse']",246.00166666666675,3000
"['Warehouse', 'New World Long Bay', 'New World Victoria Park', 'New World Metro Queen St', 'Warehouse']",268.36416666666656,3000
"['Warehouse', 'New World Long Bay', 'New World Milford', 'New World Victoria Park', 'New World Metro Queen St', 'Warehouse']",309.49166666666656,3000
"['Warehouse', 'New World Long Bay', 'New World Milford', 'New World Metro Shore City', 'New World Victoria Park', 'New World Metro Queen St', 'Warehouse']",326.27791666666656,3000
"['Warehouse', 'New World Long Bay', 'New World Browns Bay', 'New World Milford', 'New World Metro Shore City', 'New World Victoria Park', 'New World Metro Queen St', 'Warehouse']",340.17583333333334,3000
"['Warehouse', 'New World Long Bay', 'Four Square Torbay', 'New World Browns Bay', 'New World Milford', 'New World Metro Shore City', 'New World Victoria Park', 'New World Metro Queen St', 'Warehouse']",351.59291666666667,3000
"['Warehouse', 'New World Long Bay', 'Four Square Torbay', 'New World Browns Bay', 'New World Milford', 'New World Metro Shore City', 'Four Square Alberton', 'New World Victoria Park', 'New World Metro Queen St', 'Warehouse']",416.6454166666667,3000
