Route,Time,Demand,Cost,MainfreightCost
"['Warehouse', 'Four Square Fair Price Henderson', ""Pak 'n Save Westgate"", 'Four Square Hobsonville', 'Warehouse']",107.39016666666662,15,268.47541666666655,3000
"['Warehouse', 'Four Square Hobsonville', 'Four Square Fair Price Henderson', 'Warehouse']",99.53946666666661,6,248.8486666666665,3000
"['Warehouse', 'Four Square Glen Eden', ""Pak 'n Save Henderson"", 'Four Square Fair Price Henderson', 'Warehouse']",94.69659999999999,13,236.74149999999997,3000
"['Warehouse', 'Four Square Glen Eden', ""Pak 'n Save Henderson"", 'Four Square Fair Price Henderson', 'Four Square Hobsonville', 'Warehouse']",126.85106666666663,16,317.1276666666665,3000
"['Warehouse', 'Four Square Fair Price Henderson', 'Four Square Glen Eden', ""Pak 'n Save Mt Albert"", 'Warehouse']",95.58163333333334,13,238.95408333333336,3000
"['Warehouse', 'Four Square Fair Price Henderson', ""Pak 'n Save Henderson"", 'Warehouse']",77.89266666666657,11,194.73166666666643,3000
"['Warehouse', 'Four Square Glen Eden', ""Pak 'n Save Westgate"", 'Warehouse']",99.24663333333338,11,248.11658333333344,3000
"['Warehouse', ""Pak 'n Save Lincoln Road"", 'Four Square Glen Eden', 'Warehouse']",86.4259,11,216.06475,3000
"['Warehouse', 'Four Square Hobsonville', ""Pak 'n Save Lincoln Road"", 'Four Square Glen Eden', 'Warehouse']",120.56906666666661,14,301.42266666666654,3000
"['Warehouse', 'Four Square Fair Price Henderson', 'New World New Lynn', 'Warehouse']",86.3881,10,215.97024999999996,3000
"['Warehouse', 'Four Square Fair Price Henderson', 'Four Square Glen Eden', 'New World New Lynn', 'Warehouse']",96.31756666666672,12,240.7939166666668,3000
"['Warehouse', 'New World New Lynn', ""Pak 'n Save Westgate"", 'Warehouse']",89.70026666666675,16,224.25066666666686,3000
"['Warehouse', ""Pak 'n Save Henderson"", 'Warehouse']",48.1665,8,120.41624999999999,3000
"['Warehouse', 'Four Square Fair Price Henderson', 'Warehouse']",47.8545,3,119.63625,3000
"['Warehouse', 'Four Square Fair Price Henderson', ""Pak 'n Save Lincoln Road"", 'Warehouse']",70.20853333333328,12,175.5213333333332,3000
"['Warehouse', 'Four Square Fair Price Henderson', ""Pak 'n Save Lincoln Road"", 'Four Square Hobsonville', 'Warehouse']",102.36276666666666,15,255.90691666666666,3000
"['Warehouse', ""Pak 'n Save Lincoln Road"", 'Warehouse']",41.677,9,104.19250000000001,3000
"['Warehouse', 'New World New Lynn', ""Pak 'n Save Lincoln Road"", 'Warehouse']",81.58423333333337,16,203.96058333333343,3000
"['Warehouse', ""Pak 'n Save Westgate"", 'Warehouse']",47.474166666666704,9,118.68541666666675,3000
